m_interview,a_interview,m_naissance,a_naissance,age,etude
10,2001,7,1976,25,0
10,2001,7,1976,25,0
10,2001,11,1964,36,0
10,2001,11,1964,36,0
10,2001,11,1964,36,0
10,2001,11,1964,36,0
10,2001,11,1964,36,0
10,2001,11,1964,36,0
10,2001,4,1963,38,1
10,2001,4,1963,38,1
10,2001,4,1963,38,1
10,2001,4,1963,38,1
10,2001,4,1963,38,1
10,2001,4,1963,38,1
10,2001,4,1963,38,1
10,2001,4,1961,40,1
10,2001,4,1961,40,1
10,2001,4,1961,40,1
10,2001,4,1961,40,1
10,2001,4,1961,40,1
10,2001,4,1961,40,1
10,2001,4,1961,40,1
10,2001,5,1966,35,0
10,2001,5,1966,35,0
10,2001,5,1966,35,0
10,2001,5,1966,35,0
10,2001,5,1966,35,0
10,2001,8,1980,21,0
10,2001,8,1980,21,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,9,1965,36,0
10,2001,7,1971,30,1
10,2001,7,1971,30,1
10,2001,7,1971,30,1
10,2001,7,1971,30,1
10,2001,7,1971,30,1
10,2001,7,1971,30,1
10,2001,7,1966,35,1
10,2001,7,1966,35,1
10,2001,7,1966,35,1
10,2001,7,1966,35,1
10,2001,7,1966,35,1
10,2001,7,1966,35,1
10,2001,7,1966,35,1
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1957,43,0
10,2001,12,1978,22,0
10,2001,12,1978,22,0
10,2001,12,1978,22,0
10,2001,6,1978,23,0
10,2001,6,1978,23,0
10,2001,6,1982,19,0
10,2001,11,1978,22,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
10,2001,6,1956,45,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,3,1961,40,0
8,2001,7,1972,29,1
8,2001,7,1972,29,1
8,2001,7,1972,29,1
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,9,1965,35,0
8,2001,11,1961,39,0
8,2001,11,1961,39,0
8,2001,11,1961,39,0
8,2001,11,1961,39,0
8,2001,11,1961,39,0
8,2001,11,1961,39,0
8,2001,9,1980,20,0
8,2001,9,1980,20,0
8,2001,9,1980,20,0
8,2001,10,1979,21,0
8,2001,10,1979,21,0
8,2001,5,1963,38,0
8,2001,5,1963,38,0
8,2001,5,1963,38,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,10,1968,32,0
8,2001,12,1980,20,0
8,2001,12,1980,20,0
8,2001,12,1980,20,0
8,2001,12,1980,20,0
8,2001,3,1982,19,0
8,2001,8,1981,20,0
8,2001,10,1980,20,0
8,2001,7,1980,21,0
8,2001,4,1979,22,0
8,2001,4,1979,22,0
8,2001,4,1979,22,0
8,2001,1,1981,20,2
8,2001,7,1981,20,0
8,2001,7,1981,20,0
9,2001,4,1981,20,0
9,2001,4,1981,20,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1959,41,0
9,2001,12,1972,28,0
9,2001,12,1972,28,0
9,2001,12,1972,28,0
9,2001,12,1972,28,0
9,2001,5,1973,28,0
9,2001,5,1973,28,0
9,2001,5,1973,28,0
9,2001,12,1974,26,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,2,1965,36,0
9,2001,6,1979,22,0
9,2001,6,1979,22,0
9,2001,4,1981,20,0
9,2001,10,1971,29,0
9,2001,10,1971,29,0
9,2001,10,1971,29,0
9,2001,10,1971,29,0
9,2001,10,1971,29,0
9,2001,4,1974,27,0
9,2001,4,1974,27,0
9,2001,4,1974,27,0
9,2001,4,1974,27,0
9,2001,4,1974,27,0
9,2001,11,1975,25,0
9,2001,8,1975,26,0
9,2001,8,1975,26,0
9,2001,8,1975,26,0
9,2001,8,1975,26,0
9,2001,12,1962,38,2
9,2001,12,1962,38,2
9,2001,12,1962,38,2
9,2001,12,1962,38,2
9,2001,12,1962,38,2
9,2001,7,1979,22,0
9,2001,1,1957,44,0
9,2001,1,1957,44,0
9,2001,1,1957,44,0
9,2001,1,1957,44,0
9,2001,5,1978,23,1
9,2001,5,1978,23,1
9,2001,5,1978,23,1
9,2001,5,1978,23,1
9,2001,1,1974,27,2
9,2001,1,1974,27,2
9,2001,1,1974,27,2
9,2001,8,1981,20,1
9,2001,10,1957,43,0
9,2001,10,1957,43,0
9,2001,10,1957,43,0
9,2001,10,1957,43,0
9,2001,10,1957,43,0
9,2001,10,1957,43,0
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,4,1958,43,1
9,2001,6,1967,34,0
9,2001,6,1967,34,0
9,2001,6,1967,34,0
9,2001,6,1967,34,0
9,2001,6,1967,34,0
9,2001,6,1967,34,0
9,2001,10,1964,36,1
9,2001,10,1964,36,1
9,2001,10,1964,36,1
9,2001,9,1961,40,0
9,2001,9,1961,40,0
9,2001,9,1961,40,0
9,2001,9,1961,40,0
9,2001,9,1961,40,0
9,2001,9,1961,40,0
9,2001,9,1961,40,0
9,2001,11,1972,28,1
9,2001,11,1972,28,1
9,2001,11,1972,28,1
9,2001,11,1972,28,1
9,2001,7,1970,31,1
9,2001,7,1970,31,1
9,2001,7,1970,31,1
9,2001,7,1970,31,1
9,2001,7,1970,31,1
9,2001,2,1970,31,0
9,2001,2,1970,31,0
9,2001,2,1970,31,0
9,2001,2,1970,31,0
9,2001,2,1970,31,0
9,2001,2,1970,31,0
9,2001,4,1969,32,0
9,2001,4,1969,32,0
9,2001,4,1969,32,0
9,2001,4,1969,32,0
9,2001,7,1981,20,0
9,2001,10,1975,25,0
9,2001,10,1975,25,0
9,2001,3,1984,17,0
9,2001,3,1969,32,0
9,2001,3,1969,32,0
9,2001,1,1972,29,0
9,2001,1,1972,29,0
9,2001,1,1972,29,0
9,2001,1,1972,29,0
9,2001,1,1972,29,0
9,2001,1,1972,29,0
9,2001,4,1976,25,0
9,2001,4,1976,25,0
9,2001,4,1976,25,0
9,2001,8,1955,46,0
9,2001,8,1955,46,0
9,2001,8,1955,46,0
9,2001,8,1955,46,0
9,2001,8,1955,46,0
9,2001,8,1955,46,0
9,2001,8,1955,46,0
9,2001,10,1968,32,0
9,2001,10,1968,32,0
9,2001,10,1968,32,0
9,2001,4,1953,48,0
9,2001,4,1953,48,0
9,2001,4,1953,48,0
9,2001,4,1953,48,0
9,2001,4,1953,48,0
9,2001,4,1953,48,0
9,2001,4,1953,48,0
9,2001,2,1969,32,1
9,2001,2,1969,32,1
9,2001,2,1969,32,1
9,2001,2,1969,32,1
9,2001,7,1953,48,0
9,2001,7,1953,48,0
9,2001,7,1953,48,0
9,2001,7,1953,48,0
9,2001,7,1953,48,0
9,2001,7,1953,48,0
9,2001,7,1953,48,0
9,2001,10,1972,28,0
9,2001,10,1972,28,0
9,2001,10,1972,28,0
9,2001,10,1972,28,0
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,8,1966,35,0
9,2001,4,1971,30,0
9,2001,4,1971,30,0
9,2001,4,1971,30,0
9,2001,4,1971,30,0
9,2001,4,1971,30,0
9,2001,3,1965,36,1
9,2001,4,1973,28,1
9,2001,4,1973,28,1
9,2001,4,1973,28,1
9,2001,10,1973,27,0
9,2001,12,1956,44,1
9,2001,12,1956,44,1
9,2001,12,1956,44,1
9,2001,12,1956,44,1
9,2001,12,1956,44,1
9,2001,12,1956,44,1
9,2001,12,1956,44,1
9,2001,4,1976,25,0
9,2001,4,1976,25,0
9,2001,12,1960,40,1
9,2001,3,1971,30,1
9,2001,3,1971,30,1
9,2001,3,1971,30,1
9,2001,3,1971,30,1
9,2001,3,1971,30,1
9,2001,3,1971,30,1
9,2001,3,1971,30,1
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1960,40,0
9,2001,12,1977,23,2
9,2001,7,1985,16,1
9,2001,4,1974,27,2
9,2001,4,1974,27,2
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,11,1958,43,0
11,2001,8,1963,38,0
11,2001,8,1963,38,0
11,2001,8,1963,38,0
11,2001,8,1963,38,0
11,2001,8,1963,38,0
11,2001,8,1963,38,0
11,2001,9,1981,20,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1957,44,0
11,2001,5,1961,40,0
11,2001,5,1961,40,0
11,2001,5,1961,40,0
11,2001,5,1961,40,0
11,2001,5,1961,40,0
11,2001,5,1961,40,0
11,2001,5,1961,40,0
11,2001,4,1984,17,0
11,2001,8,1964,37,2
11,2001,8,1964,37,2
11,2001,7,1960,41,1
11,2001,7,1960,41,1
11,2001,7,1960,41,1
11,2001,7,1960,41,1
11,2001,7,1960,41,1
11,2001,1,1958,43,2
11,2001,1,1958,43,2
11,2001,1,1958,43,2
11,2001,1,1958,43,2
11,2001,1,1958,43,2
11,2001,3,1963,38,2
11,2001,3,1963,38,2
11,2001,3,1963,38,2
11,2001,3,1963,38,2
11,2001,3,1963,38,2
11,2001,8,1979,22,0
10,2001,2,1953,48,0
10,2001,2,1953,48,0
10,2001,2,1953,48,0
10,2001,2,1953,48,0
10,2001,2,1953,48,0
10,2001,2,1953,48,0
10,2001,2,1953,48,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,11,1963,38,0
11,2001,1,1966,35,0
11,2001,1,1966,35,0
11,2001,1,1966,35,0
11,2001,1,1966,35,0
11,2001,1,1966,35,0
11,2001,1,1966,35,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,7,1959,42,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,6,1966,35,0
11,2001,2,1971,30,0
11,2001,2,1971,30,0
11,2001,2,1971,30,0
11,2001,2,1971,30,0
11,2001,2,1971,30,0
11,2001,2,1973,28,0
11,2001,2,1973,28,0
11,2001,2,1973,28,0
11,2001,2,1973,28,0
11,2001,2,1973,28,0
11,2001,5,1970,31,0
11,2001,5,1970,31,0
11,2001,5,1970,31,0
11,2001,5,1970,31,0
11,2001,5,1970,31,0
11,2001,5,1970,31,0
11,2001,9,1969,32,0
11,2001,9,1969,32,0
11,2001,9,1969,32,0
11,2001,9,1969,32,0
11,2001,9,1969,32,0
10,2001,3,1976,25,0
10,2001,3,1976,25,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,8,1965,36,0
9,2001,4,1968,33,0
9,2001,4,1968,33,0
9,2001,4,1968,33,0
9,2001,4,1968,33,0
9,2001,4,1968,33,0
9,2001,3,1966,35,0
9,2001,3,1966,35,0
9,2001,3,1966,35,0
9,2001,3,1966,35,0
9,2001,3,1966,35,0
9,2001,3,1966,35,0
9,2001,3,1966,35,0
9,2001,3,1971,30,0
9,2001,3,1971,30,0
9,2001,3,1971,30,0
9,2001,3,1971,30,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,6,1976,25,0
9,2001,12,1980,20,0
9,2001,3,1971,30,0
9,2001,3,1971,30,0
9,2001,3,1971,30,0
9,2001,3,1971,30,0
9,2001,12,1968,32,0
9,2001,12,1968,32,0
9,2001,12,1968,32,0
9,2001,12,1968,32,0
10,2001,4,1981,20,1
10,2001,1,1979,22,0
10,2001,6,1979,22,0
10,2001,6,1979,22,0
10,2001,5,1961,40,2
10,2001,5,1961,40,2
10,2001,5,1961,40,2
10,2001,5,1961,40,2
10,2001,5,1961,40,2
10,2001,5,1961,40,2
10,2001,5,1961,40,2
10,2001,8,1971,30,1
10,2001,8,1971,30,1
10,2001,8,1971,30,1
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,2,1976,25,0
10,2001,6,1980,21,0
10,2001,6,1980,21,0
10,2001,6,1980,21,0
10,2001,4,1979,22,0
10,2001,4,1979,22,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,2,1963,38,1
10,2001,12,1973,27,0
10,2001,12,1973,27,0
10,2001,12,1973,27,0
10,2001,12,1973,27,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,6,1966,35,0
10,2001,6,1966,35,0
10,2001,6,1966,35,0
10,2001,6,1966,35,0
10,2001,6,1966,35,0
10,2001,6,1966,35,0
10,2001,8,1976,25,0
10,2001,8,1976,25,0
10,2001,8,1976,25,0
10,2001,11,1975,25,0
10,2001,11,1973,27,0
10,2001,11,1973,27,0
10,2001,11,1973,27,0
10,2001,9,1980,21,0
10,2001,9,1980,21,0
10,2001,10,1980,21,0
10,2001,10,1980,21,0
10,2001,4,1979,22,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,4,1956,45,0
10,2001,2,1965,36,0
10,2001,2,1965,36,0
10,2001,2,1965,36,0
10,2001,2,1965,36,0
10,2001,2,1965,36,0
10,2001,5,1964,37,0
10,2001,5,1964,37,0
10,2001,5,1964,37,0
10,2001,5,1964,37,0
10,2001,5,1964,37,0
10,2001,5,1964,37,0
10,2001,5,1964,37,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,12,1955,45,0
10,2001,8,1955,46,1
10,2001,8,1955,46,1
10,2001,8,1955,46,1
10,2001,8,1955,46,1
10,2001,8,1955,46,1
10,2001,8,1955,46,1
10,2001,11,1980,20,0
10,2001,11,1980,20,0
10,2001,11,1980,20,0
10,2001,11,1980,20,0
10,2001,7,1980,21,0
10,2001,7,1980,21,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1958,43,0
10,2001,9,1975,26,0
10,2001,9,1975,26,0
10,2001,9,1975,26,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,2,1956,45,0
10,2001,10,1983,18,0
10,2001,8,1960,41,0
10,2001,8,1960,41,0
10,2001,8,1960,41,0
10,2001,8,1960,41,0
10,2001,8,1960,41,0
10,2001,8,1960,41,0
10,2001,8,1960,41,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,8,1958,43,0
10,2001,12,1970,30,0
10,2001,12,1970,30,0
10,2001,2,1981,20,0
10,2001,2,1981,20,0
10,2001,9,1973,28,0
10,2001,9,1973,28,0
10,2001,9,1973,28,0
10,2001,9,1973,28,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,11,1955,45,0
10,2001,10,1962,39,0
10,2001,10,1962,39,0
10,2001,10,1962,39,0
10,2001,10,1962,39,0
10,2001,10,1962,39,0
10,2001,10,1962,39,0
10,2001,10,1962,39,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,7,1970,31,0
10,2001,2,1981,20,0
10,2001,3,1980,21,0
10,2001,3,1980,21,0
10,2001,7,1968,33,0
10,2001,7,1968,33,0
10,2001,5,1953,48,0
10,2001,5,1953,48,0
10,2001,5,1953,48,0
10,2001,5,1953,48,0
10,2001,5,1953,48,0
10,2001,5,1953,48,0
10,2001,4,1977,24,0
10,2001,4,1977,24,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,5,1973,28,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,10,1959,42,0
10,2001,11,1978,22,1
10,2001,11,1978,22,1
10,2001,11,1972,28,0
10,2001,11,1972,28,0
10,2001,11,1972,28,0
10,2001,11,1972,28,0
10,2001,11,1972,28,0
10,2001,9,1974,27,0
10,2001,9,1974,27,0
10,2001,9,1974,27,0
10,2001,9,1974,27,0
10,2001,7,1980,21,0
10,2001,7,1980,21,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,3,1952,49,0
10,2001,4,1975,26,2
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,1,1956,45,0
10,2001,2,1983,18,0
10,2001,12,1974,26,0
10,2001,12,1974,26,0
10,2001,5,1969,32,0
10,2001,5,1969,32,0
10,2001,5,1969,32,0
10,2001,5,1969,32,0
10,2001,12,1981,19,1
10,2001,12,1981,19,1
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,3,1962,39,0
10,2001,7,1981,20,0
10,2001,1,1964,37,0
10,2001,1,1964,37,0
10,2001,1,1964,37,0
10,2001,1,1964,37,0
10,2001,1,1964,37,0
10,2001,1,1964,37,0
10,2001,12,1981,19,0
10,2001,10,1969,32,0
10,2001,10,1969,32,0
10,2001,10,1969,32,0
10,2001,10,1969,32,0
10,2001,10,1969,32,0
10,2001,10,1969,32,0
10,2001,10,1969,32,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,8,1979,22,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,5,1979,22,0
10,2001,6,1975,26,0
10,2001,6,1975,26,0
10,2001,6,1975,26,0
10,2001,6,1975,26,0
10,2001,5,1976,25,0
10,2001,5,1976,25,0
10,2001,5,1976,25,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,7,1966,35,0
10,2001,3,1976,25,0
10,2001,3,1976,25,0
10,2001,3,1983,18,1
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,5,1970,31,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1956,45,0
10,2001,8,1978,23,1
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,5,1961,40,0
10,2001,7,1964,37,0
10,2001,7,1964,37,0
10,2001,7,1964,37,0
10,2001,7,1964,37,0
10,2001,7,1964,37,0
10,2001,7,1964,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,12,1963,37,0
10,2001,3,1983,18,0
10,2001,3,1983,18,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,5,1971,30,0
10,2001,4,1979,22,0
10,2001,5,1975,26,0
10,2001,5,1975,26,0
10,2001,5,1975,26,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,8,1954,47,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,7,1958,43,0
10,2001,9,1953,48,0
10,2001,9,1953,48,0
10,2001,9,1953,48,0
10,2001,9,1953,48,0
10,2001,9,1953,48,0
10,2001,9,1953,48,0
10,2001,9,1953,48,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,9,1964,37,0
10,2001,12,1978,22,1
10,2001,12,1978,22,1
10,2001,9,1960,41,0
10,2001,9,1960,41,0
10,2001,9,1960,41,0
10,2001,9,1960,41,0
10,2001,9,1960,41,0
10,2001,9,1960,41,0
10,2001,9,1960,41,0
10,2001,2,1963,38,0
10,2001,2,1963,38,0
10,2001,2,1963,38,0
10,2001,2,1963,38,0
10,2001,2,1963,38,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1965,35,0
10,2001,11,1978,22,0
10,2001,11,1978,22,0
10,2001,11,1978,22,0
10,2001,11,1978,22,0
10,2001,10,1956,45,0
10,2001,9,1979,22,0
10,2001,9,1979,22,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,9,1961,40,0
10,2001,7,1971,30,0
10,2001,7,1971,30,0
10,2001,7,1971,30,0
10,2001,7,1971,30,0
10,2001,6,1974,27,0
10,2001,6,1974,27,0
10,2001,6,1974,27,0
10,2001,6,1974,27,0
10,2001,6,1974,27,0
10,2001,6,1974,27,0
10,2001,11,1973,27,1
10,2001,11,1973,27,1
10,2001,11,1973,27,1
10,2001,11,1973,27,1
10,2001,11,1973,27,1
10,2001,4,1978,23,0
10,2001,4,1978,23,0
10,2001,4,1978,23,0
10,2001,1,1970,31,0
10,2001,1,1970,31,0
10,2001,1,1970,31,0
10,2001,1,1970,31,0
10,2001,1,1970,31,0
10,2001,1,1970,31,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,8,1966,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,12,1965,35,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
10,2001,1,1961,40,0
8,2001,10,1976,24,0
8,2001,10,1976,24,0
8,2001,10,1976,24,0
8,2001,10,1976,24,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,10,1970,30,0
8,2001,9,1972,28,1
8,2001,9,1972,28,1
8,2001,9,1972,28,1
8,2001,9,1977,23,0
8,2001,9,1977,23,0
8,2001,1,1973,28,0
8,2001,1,1973,28,0
8,2001,1,1973,28,0
8,2001,1,1973,28,0
8,2001,1,1973,28,0
8,2001,1,1973,28,0
8,2001,1,1973,28,0
8,2001,11,1974,26,0
8,2001,11,1974,26,0
